unit_id,unit_code,canonical_name,organization_type,unit_level,source_ref,valid_from,valid_to,registry_version,qa_confidence
724,BCA_CA_HCM_BT,Công an Huyện Bình Thạnh - Thành phố Hồ Chí Minh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
725,BCA_CA_HCM_TB,Công an Huyện Tân Bình - Thành phố Hồ Chí Minh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
726,BCA_CA_HCM_GV,Công an Huyện Gò Vấp - Thành phố Hồ Chí Minh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
727,BCA_CA_HCM_BC,Công an Huyện Bình Chánh - Thành phố Hồ Chí Minh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
728,BCA_CA_HCM_HM,Công an Huyện Hóc Môn - Thành phố Hồ Chí Minh,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
729,BCA_CA_DN_HC,Công an Huyện Hải Châu - Đà Nẵng,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
730,BCA_CA_DN_TK,Công an Huyện Thanh Khê - Đà Nẵng,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
731,BCA_CA_DN_NHS,Công an Huyện Ngũ Hành Sơn - Đà Nẵng,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
732,BCA_CA_DN_CL,Công an Huyện Cẩm Lệ - Đà Nẵng,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
733,BCA_CA_HP_HB,Công an Huyện Hồng Bàng - Hải Phòng,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
734,BCA_CA_HP_NG,Công an Huyện Ngô Quyền - Hải Phòng,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
735,BCA_CA_HP_LC,Công an Huyện Lê Chân - Hải Phòng,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
736,BCA_CA_HP_AD,Công an Huyện An Dương - Hải Phòng,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
737,BCA_CA_DNAI_BH,Công an Huyện Biên Hòa - Đồng Nai,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
738,BCA_CA_DNAI_LK,Công an Huyện Long Khánh - Đồng Nai,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
739,BCA_CA_DNAI_LT,Công an Huyện Long Thành - Đồng Nai,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
740,BCA_CA_DNAI_TRB,Công an Huyện Trảng Bom - Đồng Nai,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
741,BCA_CA_BD_TDM,Công an Huyện Thủ Dầu Một - Bình Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
742,BCA_CA_BD_DA,Công an Huyện Dĩ An - Bình Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
743,BCA_CA_BD_TA,Công an Huyện Thuận An - Bình Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
744,BCA_CA_BD_BCT,Công an Huyện Bến Cát - Bình Dương,BCA,cap_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
745,BQP_BTTM,Bộ Tổng Tham mưu Quân đội nhân dân Việt Nam,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
746,BQP_TCCT,Tổng cục Chính trị Quân đội nhân dân Việt Nam,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
747,BQP_TCHQ,Tổng cục Hậu cần,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
748,BQP_TCKT,Tổng cục Kỹ thuật,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
749,BQP_TCCNQP,Tổng cục Công nghiệp Quốc phòng,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
750,BQP_BTL_QK1,Bộ Tư lệnh Quân khu 1,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
751,BQP_BTL_QK2,Bộ Tư lệnh Quân khu 2,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
752,BQP_BTL_QK3,Bộ Tư lệnh Quân khu 3,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
753,BQP_BTL_QK4,Bộ Tư lệnh Quân khu 4,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
754,BQP_BTL_QK5,Bộ Tư lệnh Quân khu 5,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
755,BQP_BTL_QK7,Bộ Tư lệnh Quân khu 7,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
756,BQP_BTL_QK9,Bộ Tư lệnh Quân khu 9,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
757,BQP_BTL_TDHN,Bộ Tư lệnh Thủ đô Hà Nội,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
758,BQP_BTL_BDBP,Bộ Tư lệnh Bộ đội Biên phòng,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
759,BQP_BTL_CSB,Bộ Tư lệnh Cảnh sát biển Việt Nam,BQP,cap_qk_btl,catalog_2018,2018-01-01,,v2.0.0,HIGH
760,BQP_QD1,Quân đoàn 1 (Binh đoàn Quyết Thắng),BQP,quan_doan,catalog_2018,2018-01-01,2023-12-31,v2.0.0,HIGH
761,BQP_QD2,Quân đoàn 2 (Binh đoàn Hương Giang),BQP,quan_doan,catalog_2018,2018-01-01,2023-12-31,v2.0.0,HIGH
762,BQP_QD3,Quân đoàn 3 (Binh đoàn Tây Nguyên),BQP,quan_doan,catalog_2018,2018-01-01,,v2.0.0,HIGH
763,BQP_QD4,Quân đoàn 4 (Binh đoàn Cửu Long),BQP,quan_doan,catalog_2018,2018-01-01,,v2.0.0,HIGH
764,BQP_F308,Sư đoàn 308 Quân đoàn 1,BQP,quan_doan,catalog_2018,2018-01-01,2023-12-31,v2.0.0,HIGH
765,BQP_F312,Sư đoàn 312 Quân đoàn 1,BQP,quan_doan,catalog_2018,2018-01-01,2023-12-31,v2.0.0,HIGH
766,BQP_E141,Trung đoàn 141 Sư đoàn 312,BQP,cap_su_doan_tinh,catalog_2018,2018-01-01,,v2.0.0,HIGH
767,BQP_HVQP,Học viện Quốc phòng,BQP,hoc_vien_truong,catalog_2018,2018-01-01,,v2.0.0,MEDIUM
768,BQP_HVKTHS,Học viện Kỹ thuật Quân sự,BQP,hoc_vien_truong,catalog_2018,2018-01-01,,v2.0.0,MEDIUM
769,BQP_HVQY,Học viện Quân y,BQP,hoc_vien_truong,catalog_2018,2018-01-01,,v2.0.0,MEDIUM
770,BQP_BV108,Bệnh viện Trung ương Quân đội 108,BQP,benh_vien,catalog_2018,2018-01-01,,v2.0.0,MEDIUM
771,BQP_BV103,Bệnh viện Quân y 103,BQP,benh_vien,catalog_2018,2018-01-01,,v2.0.0,MEDIUM
772,BQP_BV175,Bệnh viện Quân y 175,BQP,benh_vien,catalog_2018,2018-01-01,,v2.0.0,MEDIUM
773,BQP_BCH_HN,Bộ Chỉ huy Quân sự Hà Nội,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
774,BQP_BDBP_HN,Bộ Chỉ huy Bộ đội Biên phòng Hà Nội,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
775,BQP_BCH_HTAY,Bộ Chỉ huy Quân sự Hà Tây,BQP,cap_su_doan_tinh,legacy_record_dvc,2018-01-01,2008-08-01,v2.0.0,MEDIUM
776,BQP_BCH_HCM,Bộ Chỉ huy Quân sự Thành phố Hồ Chí Minh,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
777,BQP_BDBP_HCM,Bộ Chỉ huy Bộ đội Biên phòng Thành phố Hồ Chí Minh,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
778,BQP_BCH_DN,Bộ Chỉ huy Quân sự Đà Nẵng,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
779,BQP_BDBP_DN,Bộ Chỉ huy Bộ đội Biên phòng Đà Nẵng,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
780,BQP_BCH_HP,Bộ Chỉ huy Quân sự Hải Phòng,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
781,BQP_BDBP_HP,Bộ Chỉ huy Bộ đội Biên phòng Hải Phòng,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
782,BQP_BCH_CT,Bộ Chỉ huy Quân sự Cần Thơ,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
783,BQP_BDBP_CT,Bộ Chỉ huy Bộ đội Biên phòng Cần Thơ,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
784,BQP_BCH_DNAI,Bộ Chỉ huy Quân sự Đồng Nai,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
785,BQP_BDBP_DNAI,Bộ Chỉ huy Bộ đội Biên phòng Đồng Nai,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
786,BQP_BCH_BD,Bộ Chỉ huy Quân sự Bình Dương,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
787,BQP_BDBP_BD,Bộ Chỉ huy Bộ đội Biên phòng Bình Dương,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
788,BQP_BCH_VT,Bộ Chỉ huy Quân sự Bà Rịa - Vũng Tàu,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
789,BQP_BDBP_VT,Bộ Chỉ huy Bộ đội Biên phòng Bà Rịa - Vũng Tàu,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
790,BQP_BCH_TNI,Bộ Chỉ huy Quân sự Tây Ninh,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
791,BQP_BDBP_TNI,Bộ Chỉ huy Bộ đội Biên phòng Tây Ninh,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
792,BQP_BCH_BPC,Bộ Chỉ huy Quân sự Bình Phước,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
793,BQP_BCH_AGI,Bộ Chỉ huy Quân sự An Giang,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
794,BQP_BDBP_AGI,Bộ Chỉ huy Bộ đội Biên phòng An Giang,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
795,BQP_BCH_KGI,Bộ Chỉ huy Quân sự Kiên Giang,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
796,BQP_BDBP_KGI,Bộ Chỉ huy Bộ đội Biên phòng Kiên Giang,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
797,BQP_BCH_CM,Bộ Chỉ huy Quân sự Cà Mau,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
798,BQP_BDBP_CM,Bộ Chỉ huy Bộ đội Biên phòng Cà Mau,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
799,BQP_BCH_HAG,Bộ Chỉ huy Quân sự Hậu Giang,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
800,BQP_BDBP_HAG,Bộ Chỉ huy Bộ đội Biên phòng Hậu Giang,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
801,BQP_BCH_ST,Bộ Chỉ huy Quân sự Sóc Trăng,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
802,BQP_BDBP_ST,Bộ Chỉ huy Bộ đội Biên phòng Sóc Trăng,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
803,BQP_BCH_BL,Bộ Chỉ huy Quân sự Bạc Liêu,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
804,BQP_BDBP_BL,Bộ Chỉ huy Bộ đội Biên phòng Bạc Liêu,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
805,BQP_BCH_TV,Bộ Chỉ huy Quân sự Trà Vinh,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
806,BQP_BDBP_TV,Bộ Chỉ huy Bộ đội Biên phòng Trà Vinh,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
807,BQP_BCH_VL,Bộ Chỉ huy Quân sự Vĩnh Long,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
808,BQP_BDBP_VL,Bộ Chỉ huy Bộ đội Biên phòng Vĩnh Long,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
809,BQP_BCH_BT,Bộ Chỉ huy Quân sự Bến Tre,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
810,BQP_BDBP_BT,Bộ Chỉ huy Bộ đội Biên phòng Bến Tre,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
811,BQP_BCH_TG,Bộ Chỉ huy Quân sự Tiền Giang,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
812,BQP_BDBP_TG,Bộ Chỉ huy Bộ đội Biên phòng Tiền Giang,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
813,BQP_BCH_DT,Bộ Chỉ huy Quân sự Đồng Tháp,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
814,BQP_BDBP_DT,Bộ Chỉ huy Bộ đội Biên phòng Đồng Tháp,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
815,BQP_BCH_LA,Bộ Chỉ huy Quân sự Long An,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
816,BQP_BDBP_LA,Bộ Chỉ huy Bộ đội Biên phòng Long An,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
817,BQP_BCH_DLA,Bộ Chỉ huy Quân sự Đắk Lắk,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
818,BQP_BCH_GLA,Bộ Chỉ huy Quân sự Gia Lai,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
819,BQP_BCH_LD,Bộ Chỉ huy Quân sự Lâm Đồng,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
820,BQP_BCH_KT,Bộ Chỉ huy Quân sự Kon Tum,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
821,BQP_BCH_DNO,Bộ Chỉ huy Quân sự Đắk Nông,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
822,BQP_BCH_KHA,Bộ Chỉ huy Quân sự Khánh Hòa,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
823,BQP_BDBP_KHA,Bộ Chỉ huy Bộ đội Biên phòng Khánh Hòa,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
824,BQP_BCH_BTN,Bộ Chỉ huy Quân sự Bình Thuận,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
825,BQP_BDBP_BTN,Bộ Chỉ huy Bộ đội Biên phòng Bình Thuận,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
826,BQP_BCH_NTN,Bộ Chỉ huy Quân sự Ninh Thuận,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
827,BQP_BDBP_NTN,Bộ Chỉ huy Bộ đội Biên phòng Ninh Thuận,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
828,BQP_BCH_PY,Bộ Chỉ huy Quân sự Phú Yên,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
829,BQP_BDBP_PY,Bộ Chỉ huy Bộ đội Biên phòng Phú Yên,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
830,BQP_BCH_BDH,Bộ Chỉ huy Quân sự Bình Định,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
831,BQP_BDBP_BDH,Bộ Chỉ huy Bộ đội Biên phòng Bình Định,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
832,BQP_BCH_QNG,Bộ Chỉ huy Quân sự Quảng Ngãi,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
833,BQP_BDBP_QNG,Bộ Chỉ huy Bộ đội Biên phòng Quảng Ngãi,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
834,BQP_BCH_QNA,Bộ Chỉ huy Quân sự Quảng Nam,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
835,BQP_BDBP_QNA,Bộ Chỉ huy Bộ đội Biên phòng Quảng Nam,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
836,BQP_BCH_TTH,Bộ Chỉ huy Quân sự Thừa Thiên Huế,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
837,BQP_BDBP_TTH,Bộ Chỉ huy Bộ đội Biên phòng Thừa Thiên Huế,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
838,BQP_BCH_QTR,Bộ Chỉ huy Quân sự Quảng Trị,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
839,BQP_BDBP_QTR,Bộ Chỉ huy Bộ đội Biên phòng Quảng Trị,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
840,BQP_BCH_QBI,Bộ Chỉ huy Quân sự Quảng Bình,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
841,BQP_BDBP_QBI,Bộ Chỉ huy Bộ đội Biên phòng Quảng Bình,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
842,BQP_BCH_HT,Bộ Chỉ huy Quân sự Hà Tĩnh,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
843,BQP_BDBP_HT,Bộ Chỉ huy Bộ đội Biên phòng Hà Tĩnh,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
844,BQP_BCH_NA,Bộ Chỉ huy Quân sự Nghệ An,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
845,BQP_BDBP_NA,Bộ Chỉ huy Bộ đội Biên phòng Nghệ An,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
846,BQP_BCH_TH,Bộ Chỉ huy Quân sự Thanh Hóa,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
847,BQP_BDBP_TH,Bộ Chỉ huy Bộ đội Biên phòng Thanh Hóa,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
848,BQP_BCH_QNH,Bộ Chỉ huy Quân sự Quảng Ninh,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
849,BQP_BDBP_QNH,Bộ Chỉ huy Bộ đội Biên phòng Quảng Ninh,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
850,BQP_BCH_HD,Bộ Chỉ huy Quân sự Hải Dương,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
851,BQP_BCH_HY,Bộ Chỉ huy Quân sự Hưng Yên,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
852,BQP_BCH_TBI,Bộ Chỉ huy Quân sự Thái Bình,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
853,BQP_BCH_NDI,Bộ Chỉ huy Quân sự Nam Định,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
854,BQP_BCH_HNA,Bộ Chỉ huy Quân sự Hà Nam,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
855,BQP_BCH_NB,Bộ Chỉ huy Quân sự Ninh Bình,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
856,BQP_BCH_VP,Bộ Chỉ huy Quân sự Vĩnh Phúc,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
857,BQP_BCH_BNI,Bộ Chỉ huy Quân sự Bắc Ninh,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
858,BQP_BCH_BGI,Bộ Chỉ huy Quân sự Bắc Giang,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
859,BQP_BCH_PTH,Bộ Chỉ huy Quân sự Phú Thọ,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
860,BQP_BCH_TNG,Bộ Chỉ huy Quân sự Thái Nguyên,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
861,BQP_BCH_YBI,Bộ Chỉ huy Quân sự Yên Bái,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
862,BQP_BCH_TQ,Bộ Chỉ huy Quân sự Tuyên Quang,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
863,BQP_BCH_HGI,Bộ Chỉ huy Quân sự Hà Giang,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
864,BQP_BDBP_HGI,Bộ Chỉ huy Bộ đội Biên phòng Hà Giang,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
865,BQP_BCH_CBG,Bộ Chỉ huy Quân sự Cao Bằng,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
866,BQP_BDBP_CBG,Bộ Chỉ huy Bộ đội Biên phòng Cao Bằng,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
867,BQP_BCH_LSO,Bộ Chỉ huy Quân sự Lạng Sơn,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
868,BQP_BDBP_LSO,Bộ Chỉ huy Bộ đội Biên phòng Lạng Sơn,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
869,BQP_BCH_BKN,Bộ Chỉ huy Quân sự Bắc Kạn,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
870,BQP_BCH_SLA,Bộ Chỉ huy Quân sự Sơn La,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
871,BQP_BCH_DB,Bộ Chỉ huy Quân sự Điện Biên,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
872,BQP_BDBP_DB,Bộ Chỉ huy Bộ đội Biên phòng Điện Biên,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
873,BQP_BCH_LCH,Bộ Chỉ huy Quân sự Lai Châu,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
874,BQP_BDBP_LCH,Bộ Chỉ huy Bộ đội Biên phòng Lai Châu,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
875,BQP_BCH_LCA,Bộ Chỉ huy Quân sự Lào Cai,BQP,cap_su_doan_tinh,dvc_2018,2018-01-01,,v2.0.0,HIGH
876,BQP_BDBP_LCA,Bộ Chỉ huy Bộ đội Biên phòng Lào Cai,BQP,cap_tinh_bien_phong,dvc_2018,2018-01-01,,v2.0.0,HIGH
877,BQP_BCH_HN_BDG,Ban Chỉ huy Quân sự Ba Đình - Hà Nội,BQP,cap_trung_tieu_doan,dvc_2018,2018-01-01,,v2.0.0,HIGH
878,BQP_BCH_HN_HK,Ban Chỉ huy Quân sự Hoàn Kiếm - Hà Nội,BQP,cap_trung_tieu_doan,dvc_2018,2018-01-01,,v2.0.0,HIGH
879,BQP_BCH_HN_CG,Ban Chỉ huy Quân sự Cầu Giấy - Hà Nội,BQP,cap_trung_tieu_doan,dvc_2018,2018-01-01,,v2.0.0,HIGH
880,BQP_BCH_HN_DD,Ban Chỉ huy Quân sự Đống Đa - Hà Nội,BQP,cap_trung_tieu_doan,dvc_2018,2018-01-01,,v2.0.0,HIGH
881,BQP_BCH_HN_TX,Ban Chỉ huy Quân sự Thanh Xuân - Hà Nội,BQP,cap_trung_tieu_doan,dvc_2018,2018-01-01,,v2.0.0,HIGH
882,BQP_BCH_HN_GL,Ban Chỉ huy Quân sự Gia Lâm - Hà Nội,BQP,cap_trung_tieu_doan,dvc_2018,2018-01-01,,v2.0.0,HIGH
883,BQP_BCH_HN_SOC,Ban Chỉ huy Quân sự Sóc Sơn - Hà Nội,BQP,cap_trung_tieu_doan,dvc_2018,2018-01-01,,v2.0.0,HIGH
884,BQP_BCH_HN_DDA,Ban Chỉ huy Quân sự Đông Anh - Hà Nội,BQP,cap_trung_tieu_doan,dvc_2018,2018-01-01,,v2.0.0,HIGH
885,BQP_BCH_HTAY_HDO,Ban Chỉ huy Quân sự Hà Đông - Hà Tây,BQP,cap_trung_tieu_doan,legacy_record_dvc,2018-01-01,2008-08-01,v2.0.0,MEDIUM
886,BQP_BCH_HTAY_ST,Ban Chỉ huy Quân sự Sơn Tây - Hà Tây,BQP,cap_trung_tieu_doan,legacy_record_dvc,2018-01-01,2008-08-01,v2.0.0,MEDIUM
887,BQP_BCH_HTAY_BV,Ban Chỉ huy Quân sự Ba Vì - Hà Tây,BQP,cap_trung_tieu_doan,legacy_record_dvc,2018-01-01,2008-08-01,v2.0.0,MEDIUM
888,BQP_BCH_HTAY_CT,Ban Chỉ huy Quân sự Chương Mỹ - Hà Tây,BQP,cap_trung_tieu_doan,legacy_record_dvc,2018-01-01,2008-08-01,v2.0.0,MEDIUM
889,BQP_BCH_HCM_Q1,Ban Chỉ huy Quân sự Quận 1 - Thành phố Hồ Chí Minh,BQP,cap_trung_tieu_doan,dvc_2018,2018-01-01,,v2.0.0,HIGH
890,BQP_BCH_HCM_Q3,Ban Chỉ huy Quân sự Quận 3 - Thành phố Hồ Chí Minh,BQP,cap_trung_tieu_doan,dvc_2018,2018-01-01,,v2.0.0,HIGH
891,BQP_BCH_HCM_Q7,Ban Chỉ huy Quân sự Quận 7 - Thành phố Hồ Chí Minh,BQP,cap_trung_tieu_doan,dvc_2018,2018-01-01,,v2.0.0,HIGH
