unit_code,canonical_name,organization_type,unit_level,year_start,year_end,source_ref,source_url,source_type,code_source,crawled_at,crawl_version,unit_name_raw,unit_code_raw,dedup_key,qa_label,qa_annotator,qa_confidence,qa_note,qa_date,dataset_name,export_date
OTH_SVHTTDL_VL,Sở Văn hóa Thể thao và Du lịch Vĩnh Long,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Văn hóa Thể thao và Du lịch Vĩnh Long,OTH_SVHTTDL_VL,so van hoa the thao va du lich vinh long,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STTTT_VL,Sở Thông tin và Truyền thông Vĩnh Long,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Thông tin và Truyền thông Vĩnh Long,OTH_STTTT_VL,so thong tin va truyen thong vinh long,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SKHCN_VL,Sở Khoa học và Công nghệ Vĩnh Long,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Khoa học và Công nghệ Vĩnh Long,OTH_SKHCN_VL,so khoa hoc va cong nghe vinh long,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_UBND_BT,Ủy ban nhân dân Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Ủy ban nhân dân Bến Tre,OTH_UBND_BT,uy ban nhan dan ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_BHXH_BT,Bảo hiểm Xã hội Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Bảo hiểm Xã hội Bến Tre,OTH_BHXH_BT,bao hiem xa hoi ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SYT_BT,Sở Y tế Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Y tế Bến Tre,OTH_SYT_BT,so y te ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SGD_BT,Sở Giáo dục và Đào tạo Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Giáo dục và Đào tạo Bến Tre,OTH_SGD_BT,so giao duc va ao tao ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STC_BT,Sở Tài chính Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tài chính Bến Tre,OTH_STC_BT,so tai chinh ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STP_BT,Sở Tư pháp Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tư pháp Bến Tre,OTH_STP_BT,so tu phap ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SKH_BT,Sở Kế hoạch và Đầu tư Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Kế hoạch và Đầu tư Bến Tre,OTH_SKH_BT,so ke hoach va au tu ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SXD_BT,Sở Xây dựng Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Xây dựng Bến Tre,OTH_SXD_BT,so xay dung ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STNMT_BT,Sở Tài nguyên và Môi trường Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tài nguyên và Môi trường Bến Tre,OTH_STNMT_BT,so tai nguyen va moi truong ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SNV_BT,Sở Nội vụ Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Nội vụ Bến Tre,OTH_SNV_BT,so noi vu ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SGTVT_BT,Sở Giao thông vận tải Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Giao thông vận tải Bến Tre,OTH_SGTVT_BT,so giao thong van tai ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SCT_BT,Sở Công Thương Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Công Thương Bến Tre,OTH_SCT_BT,so cong thuong ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SNNPTNT_BT,Sở Nông nghiệp và Phát triển nông thôn Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Nông nghiệp và Phát triển nông thôn Bến Tre,OTH_SNNPTNT_BT,so nong nghiep va phat trien nong thon ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SLĐTBXH_BT,Sở Lao động - Thương binh và Xã hội Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Lao động - Thương binh và Xã hội Bến Tre,OTH_SLĐTBXH_BT,so lao ong thuong binh va xa hoi ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SVHTTDL_BT,Sở Văn hóa Thể thao và Du lịch Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Văn hóa Thể thao và Du lịch Bến Tre,OTH_SVHTTDL_BT,so van hoa the thao va du lich ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STTTT_BT,Sở Thông tin và Truyền thông Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Thông tin và Truyền thông Bến Tre,OTH_STTTT_BT,so thong tin va truyen thong ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SKHCN_BT,Sở Khoa học và Công nghệ Bến Tre,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Khoa học và Công nghệ Bến Tre,OTH_SKHCN_BT,so khoa hoc va cong nghe ben tre,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_UBND_TG,Ủy ban nhân dân Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Ủy ban nhân dân Tiền Giang,OTH_UBND_TG,uy ban nhan dan tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_BHXH_TG,Bảo hiểm Xã hội Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Bảo hiểm Xã hội Tiền Giang,OTH_BHXH_TG,bao hiem xa hoi tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SYT_TG,Sở Y tế Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Y tế Tiền Giang,OTH_SYT_TG,so y te tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SGD_TG,Sở Giáo dục và Đào tạo Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Giáo dục và Đào tạo Tiền Giang,OTH_SGD_TG,so giao duc va ao tao tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STC_TG,Sở Tài chính Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tài chính Tiền Giang,OTH_STC_TG,so tai chinh tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STP_TG,Sở Tư pháp Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tư pháp Tiền Giang,OTH_STP_TG,so tu phap tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SKH_TG,Sở Kế hoạch và Đầu tư Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Kế hoạch và Đầu tư Tiền Giang,OTH_SKH_TG,so ke hoach va au tu tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SXD_TG,Sở Xây dựng Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Xây dựng Tiền Giang,OTH_SXD_TG,so xay dung tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STNMT_TG,Sở Tài nguyên và Môi trường Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tài nguyên và Môi trường Tiền Giang,OTH_STNMT_TG,so tai nguyen va moi truong tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SNV_TG,Sở Nội vụ Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Nội vụ Tiền Giang,OTH_SNV_TG,so noi vu tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SGTVT_TG,Sở Giao thông vận tải Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Giao thông vận tải Tiền Giang,OTH_SGTVT_TG,so giao thong van tai tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SCT_TG,Sở Công Thương Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Công Thương Tiền Giang,OTH_SCT_TG,so cong thuong tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SNNPTNT_TG,Sở Nông nghiệp và Phát triển nông thôn Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Nông nghiệp và Phát triển nông thôn Tiền Giang,OTH_SNNPTNT_TG,so nong nghiep va phat trien nong thon tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SLĐTBXH_TG,Sở Lao động - Thương binh và Xã hội Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Lao động - Thương binh và Xã hội Tiền Giang,OTH_SLĐTBXH_TG,so lao ong thuong binh va xa hoi tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SVHTTDL_TG,Sở Văn hóa Thể thao và Du lịch Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Văn hóa Thể thao và Du lịch Tiền Giang,OTH_SVHTTDL_TG,so van hoa the thao va du lich tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STTTT_TG,Sở Thông tin và Truyền thông Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Thông tin và Truyền thông Tiền Giang,OTH_STTTT_TG,so thong tin va truyen thong tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SKHCN_TG,Sở Khoa học và Công nghệ Tiền Giang,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Khoa học và Công nghệ Tiền Giang,OTH_SKHCN_TG,so khoa hoc va cong nghe tien giang,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_UBND_DT,Ủy ban nhân dân Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Ủy ban nhân dân Đồng Tháp,OTH_UBND_DT,uy ban nhan dan ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_BHXH_DT,Bảo hiểm Xã hội Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Bảo hiểm Xã hội Đồng Tháp,OTH_BHXH_DT,bao hiem xa hoi ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SYT_DT,Sở Y tế Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Y tế Đồng Tháp,OTH_SYT_DT,so y te ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SGD_DT,Sở Giáo dục và Đào tạo Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Giáo dục và Đào tạo Đồng Tháp,OTH_SGD_DT,so giao duc va ao tao ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STC_DT,Sở Tài chính Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tài chính Đồng Tháp,OTH_STC_DT,so tai chinh ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STP_DT,Sở Tư pháp Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tư pháp Đồng Tháp,OTH_STP_DT,so tu phap ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SKH_DT,Sở Kế hoạch và Đầu tư Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Kế hoạch và Đầu tư Đồng Tháp,OTH_SKH_DT,so ke hoach va au tu ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SXD_DT,Sở Xây dựng Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Xây dựng Đồng Tháp,OTH_SXD_DT,so xay dung ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STNMT_DT,Sở Tài nguyên và Môi trường Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tài nguyên và Môi trường Đồng Tháp,OTH_STNMT_DT,so tai nguyen va moi truong ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SNV_DT,Sở Nội vụ Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Nội vụ Đồng Tháp,OTH_SNV_DT,so noi vu ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SGTVT_DT,Sở Giao thông vận tải Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Giao thông vận tải Đồng Tháp,OTH_SGTVT_DT,so giao thong van tai ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SCT_DT,Sở Công Thương Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Công Thương Đồng Tháp,OTH_SCT_DT,so cong thuong ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SNNPTNT_DT,Sở Nông nghiệp và Phát triển nông thôn Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Nông nghiệp và Phát triển nông thôn Đồng Tháp,OTH_SNNPTNT_DT,so nong nghiep va phat trien nong thon ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SLĐTBXH_DT,Sở Lao động - Thương binh và Xã hội Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Lao động - Thương binh và Xã hội Đồng Tháp,OTH_SLĐTBXH_DT,so lao ong thuong binh va xa hoi ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SVHTTDL_DT,Sở Văn hóa Thể thao và Du lịch Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Văn hóa Thể thao và Du lịch Đồng Tháp,OTH_SVHTTDL_DT,so van hoa the thao va du lich ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STTTT_DT,Sở Thông tin và Truyền thông Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Thông tin và Truyền thông Đồng Tháp,OTH_STTTT_DT,so thong tin va truyen thong ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SKHCN_DT,Sở Khoa học và Công nghệ Đồng Tháp,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Khoa học và Công nghệ Đồng Tháp,OTH_SKHCN_DT,so khoa hoc va cong nghe ong thap,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_UBND_LA,Ủy ban nhân dân Long An,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Ủy ban nhân dân Long An,OTH_UBND_LA,uy ban nhan dan long an,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_BHXH_LA,Bảo hiểm Xã hội Long An,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Bảo hiểm Xã hội Long An,OTH_BHXH_LA,bao hiem xa hoi long an,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SYT_LA,Sở Y tế Long An,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Y tế Long An,OTH_SYT_LA,so y te long an,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SGD_LA,Sở Giáo dục và Đào tạo Long An,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Giáo dục và Đào tạo Long An,OTH_SGD_LA,so giao duc va ao tao long an,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STC_LA,Sở Tài chính Long An,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tài chính Long An,OTH_STC_LA,so tai chinh long an,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STP_LA,Sở Tư pháp Long An,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tư pháp Long An,OTH_STP_LA,so tu phap long an,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SKH_LA,Sở Kế hoạch và Đầu tư Long An,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Kế hoạch và Đầu tư Long An,OTH_SKH_LA,so ke hoach va au tu long an,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SXD_LA,Sở Xây dựng Long An,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Xây dựng Long An,OTH_SXD_LA,so xay dung long an,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_STNMT_LA,Sở Tài nguyên và Môi trường Long An,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Tài nguyên và Môi trường Long An,OTH_STNMT_LA,so tai nguyen va moi truong long an,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
OTH_SNV_LA,Sở Nội vụ Long An,OTHER,province,2018,2026,dvc_2018,https://dichvucong.gov.vn/archive/2018,generated_catalog,source,2026-09-12T19:42:24.601202,crawl_2018_2026,Sở Nội vụ Long An,OTH_SNV_LA,so noi vu long an,OTHER,Annotator_A,HIGH,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-12,DataVietNam,2026-09-12
